,identifier,word
1190,1.2.545,LEVELS
1191,1.2.546,193
1192,1.2.547,"sample,"
1193,1.2.548,mainly
1194,1.2.549,consisting
1195,1.2.550,of
1196,1.2.551,metal
1197,1.2.552,from
1198,1.2.553,iron
1199,1.2.554,"artifacts,"
1200,1.2.555,was
1201,1.2.556,washed
1202,1.2.557,in
1203,1.2.558,an
1204,1.2.559,ultrasonic
1205,1.2.560,bath
1206,1.2.561,with
1207,1.2.562,ethyl
1208,1.2.563,alcohol
1209,1.2.564,and
1210,1.2.565,"acetone,"
1211,1.2.566,rinsed
1212,1.2.567,with
1213,1.2.568,acetone
1214,1.2.569,and
1215,1.2.570,then
1216,1.2.571,dried
1217,1.2.572,at
1218,1.2.573,130°C
1219,1.2.574,for
1220,1.2.575,two
1221,1.2.576,hours.
1222,1.2.577,The
1223,1.2.578,dried
1224,1.2.579,samples
1225,1.2.580,that
1226,1.2.581,were
1227,1.2.582,composed
1228,1.2.583,primarily
1229,1.2.584,of
1230,1.2.585,metallic
1231,1.2.586,iron
1232,1.2.587,were
1233,1.2.588,weighed
1234,1.2.589,in
1235,1.2.590,a
1236,1.2.591,TMF
1237,1.2.592,vessel;
1238,1.2.593,156ml
1239,1.2.594,of
1240,1.2.595,HCI
1241,1.2.596,(30wt
1242,1.2.597,"%),"
1243,1.2.598,0.4ml
1244,1.2.599,"HNO,"
1245,1.2.600,(65wt
1246,1.2.601,"%),"
1247,1.2.602,0.33ml
1248,1.2.603,of
1249,1.2.604,HF
1250,1.2.605,(40
1251,1.2.606,wt
1252,1.2.607,"%),"
1253,1.2.608,and
1254,1.2.609,3
1255,1.2.610,ml
1256,1.2.611,of
1257,1.2.612,twice-distilled
1258,1.2.613,water
1259,1.2.614,was
1260,1.2.615,then
1261,1.2.616,added.
1262,1.2.617,The
1263,1.2.618,closed
1264,1.2.619,vessel
1265,1.2.620,was
1266,1.2.621,put
1267,1.2.622,into
1268,1.2.623,a
1269,1.2.624,microwave
1270,1.2.625,"oven,"
1271,1.2.626,using
1272,1.2.627,a
1273,1.2.628,PERKIN
1274,1.2.629,ELMER
1275,1.2.630,MUTIWAVE
1276,1.2.631,"B30MCO3<A,"
1277,1.2.632,operating
1278,1.2.633,at
1279,1.2.634,a
1280,1.2.635,frequency
1281,1.2.636,of
1282,1.2.637,"2450MHz,"
1283,1.2.638,and
1284,1.2.639,a
1285,1.2.640,three
1286,1.2.641,stage
1287,1.2.642,program
1288,1.2.643,was
1289,1.2.644,started
1290,1.2.645,(first
1291,1.2.646,stage:
1292,1.2.647,"100-400W,"
1293,1.2.648,time
1294,1.2.649,5
1295,1.2.650,min;
1296,1.2.651,second
1297,1.2.652,stage:
1298,1.2.653,"600W,"
1299,1.2.654,5
1300,1.2.655,min;
1301,1.2.656,third
1302,1.2.657,stage:
1303,1.2.658,"1000W,"
1304,1.2.659,15
1305,1.2.660,min).
1306,1.2.661,After
1307,1.2.662,"cooling,"
1308,1.2.663,0.28ml
1309,1.2.664,of
1310,1.2.665,boric
1311,1.2.666,acid
1312,1.2.667,(4wt
1313,1.2.668,%)
1314,1.2.669,was
1315,1.2.670,added
1316,1.2.671,to
1317,1.2.672,the
1318,1.2.673,"sample,"
1319,1.2.674,and
1320,1.2.675,a
1321,1.2.676,second
1322,1.2.677,cycle
1323,1.2.678,carried
1324,1.2.679,out
1325,1.2.680,"(1000W,"
1326,1.2.681,10
1327,1.2.682,min).
1328,1.2.683,After
1329,1.2.684,cooling
1330,1.2.685,"again,"
1331,1.2.686,the
1332,1.2.687,solution
1333,1.2.688,was
1334,1.2.689,transferred
1335,1.2.690,into
1336,1.2.691,polypropylene
1337,1.2.692,bottles
1338,1.2.693,and
1339,1.2.694,made
1340,1.2.695,up
1341,1.2.696,to
1342,1.2.697,a
1343,1.2.698,total
1344,1.2.699,volume
1345,1.2.700,of
1346,1.2.701,26ml
1347,1.2.702,with
1348,1.2.703,twice-distilled
1349,1.2.704,water.
1350,1.2.705,If
1351,1.2.706,the
1352,1.2.707,dried
1353,1.2.708,samples
1354,1.2.709,were
1355,1.2.710,corroded
1356,1.2.711,or
1357,1.2.712,were
1358,1.2.713,extracted
1359,1.2.714,from
1360,1.2.715,"slag,"
1361,1.2.716,they
1362,1.2.717,were
1363,1.2.718,ground
1364,1.2.719,to
1365,1.2.720,a
1366,1.2.721,fine
1367,1.2.722,powder
1368,1.2.723,in
1369,1.2.724,an
1370,1.2.725,agate
1371,1.2.726,mortar.
1372,1.2.727,Thirty-seven
1373,1.2.728,milligrams
1374,1.2.729,of
1375,1.2.730,each
1376,1.2.731,powder
1377,1.2.732,from
1378,1.2.733,the
1379,1.2.734,iron
1380,1.2.735,artifacts
1381,1.2.736,and
1382,1.2.737,forty
1383,1.2.738,milligrams
1384,1.2.739,of
1385,1.2.740,each
1386,1.2.741,powder
1387,1.2.742,from
1388,1.2.743,the
1389,1.2.744,slag
1390,1.2.745,was
1391,1.2.746,weighed
1392,1.2.747,in
1393,1.2.748,a
1394,1.2.749,TMF
1395,1.2.750,vessel.
1396,1.2.751,Then
1397,1.2.752,the
1398,1.2.753,powder
1399,1.2.754,from
1400,1.2.755,the
1401,1.2.756,iron
1402,1.2.757,artifacts
1403,1.2.758,was
1404,1.2.759,dissolved
1405,1.2.760,using
1406,1.2.761,the
1407,1.2.762,same
1408,1.2.763,method
1409,1.2.764,described
1410,1.2.765,above.
1411,1.2.766,The
1412,1.2.767,powder
1413,1.2.768,from
1414,1.2.769,the
1415,1.2.770,slag
1416,1.2.771,was
1417,1.2.772,also
1418,1.2.773,dissolved
1419,1.2.774,using
1420,1.2.775,the
1421,1.2.776,same
1422,1.2.777,method;
1423,1.2.778,"however,"
1424,1.2.779,the
1425,1.2.780,volume
1426,1.2.781,of
1427,1.2.782,chemical
1428,1.2.783,reagents
1429,1.2.784,was
1430,1.2.785,different
1431,1.2.786,with
1432,1.2.787,3.3ml
1433,1.2.788,of
1434,1.2.789,HF
1435,1.2.790,and
1436,1.2.791,2.8
1437,1.2.792,ml
1438,1.2.793,of
1439,1.2.794,boric
1440,1.2.795,acid
1441,1.2.796,used.
1442,1.2.797,The
1443,1.2.798,sample
1444,1.2.799,solutions
1445,1.2.800,were
1446,1.2.801,transferred
1447,1.2.802,into
1448,1.2.803,polypropylene
1449,1.2.804,bottles
1450,1.2.805,and
1451,1.2.806,made
1452,1.2.807,into
1453,1.2.808,26ml
1454,1.2.809,total
1455,1.2.810,volume
1456,1.2.811,solutions
1457,1.2.812,with
1458,1.2.813,twice-distilled
1459,1.2.814,water.
1460,1.2.815,All
1461,1.2.816,the
1462,1.2.817,reagents
1463,1.2.818,used
1464,1.2.819,were
1465,1.2.820,Merck
1466,1.2.821,Suprapur
1467,1.2.822,chemicals.
1468,1.2.823,The
1469,1.2.824,elements
1470,1.2.825,"determined,"
1471,1.2.826,and
1472,1.2.827,the
1473,1.2.828,analytical
1474,1.2.829,lines
1475,1.2.830,selected
1476,1.2.831,"(nm),"
1477,1.2.832,were
1478,1.2.833,as
1479,1.2.834,follows:
1480,1.2.835,Fe
1481,1.2.836,"(239.562),"
1482,1.2.837,Cu
1483,1.2.838,"(327.393),"
1484,1.2.839,Ni
1485,1.2.840,"(231.604),"
1486,1.2.841,Co
1487,1.2.842,"(228.616),"
1488,1.2.843,P
1489,1.2.844,"(213,617),"
1490,1.2.845,Mn
1491,1.2.846,"(257,610),"
1492,1.2.847,Ti
1493,1.2.848,"(334.940),"
1494,1.2.849,Si
1495,1.2.850,"(251.611),"
1496,1.2.851,Ca
1497,1.2.852,"(396.847),"
1498,1.2.853,Al
1499,1.2.854,"(396.153),"
1500,1.2.855,Mg
1501,1.2.856,"(285.213),"
1502,1.2.857,V
1503,1.2.858,(309.310).
1504,1.2.859,Incident
1505,1.2.860,power
1506,1.2.861,was
1507,1.2.862,1300W.
1508,1.2.863,Plasma
1509,1.2.864,argon
1510,1.2.865,gas
1511,1.2.866,flow
1512,1.2.867,rate
1513,1.2.868,was
1514,1.2.869,15
1515,1.2.870,"I/min,"
1516,1.2.871,auxiliary
1517,1.2.872,plasma
1518,1.2.873,argon
1519,1.2.874,gas
1520,1.2.875,flow
1521,1.2.876,rate
1522,1.2.877,was
1523,1.2.878,0.2
1524,1.2.879,"I/min,"
1525,1.2.880,and
1526,1.2.881,aerosol
1527,1.2.882,carrier
1528,1.2.883,gas
1529,1.2.884,flow
1530,1.2.885,rate
1531,1.2.886,was
1532,1.2.887,0.8
1533,1.2.888,l/min.
1534,1.2.889,FeO
1535,1.2.890,contained
1536,1.2.891,in
1537,1.2.892,the
1538,1.2.893,slag
1539,1.2.894,was
1540,1.2.895,analyzed
1541,1.2.896,by
1542,1.2.897,titrimetric
1543,1.2.898,analysis.
1544,1.2.899,Carbon
1545,1.2.900,and
1546,1.2.901,sulfur
1547,1.2.902,in
1548,1.2.903,the
1549,1.2.904,metallic
1550,1.2.905,iron
1551,1.2.906,of
1552,1.2.907,Nos.20
1553,1.2.908,and
1554,1.2.909,25
1555,1.2.910,were
1556,1.2.911,tested
1557,1.2.912,by
1558,1.2.913,the
1559,1.2.914,infrared
1560,1.2.915,absorptiometric
1561,1.2.916,method
1562,1.2.917,(IRA)
1563,1.2.918,after
1564,1.2.919,combustion
1565,1.2.920,in
1566,1.2.921,a
1567,1.2.922,current
1568,1.2.923,of
1569,1.2.924,"oxygen,"
1570,1.2.925,using
1571,1.2.926,a
1572,1.2.927,LECO
1573,1.2.928,CS444.
1574,1.2.929,3
1575,1.2.930,ANALYTICAL
1576,1.2.931,RESULTS
1577,1.2.932,3-1
1578,1.2.933,Chemical
1579,1.2.934,composition
1580,1.2.935,Tables
1581,1.2.936,2
1582,1.2.937,and
1583,1.2.938,3
1584,1.2.939,report
1585,1.2.940,the
1586,1.2.941,analytical
1587,1.2.942,data
1588,1.2.943,obtained
1589,1.2.944,by
1590,1.2.945,"ICP-OES,"
1591,1.2.946,"IRA,"
1592,1.2.947,and
1593,1.2.948,titrimetric
1594,1.2.949,analysis.
1595,1.2.950,The
1596,1.2.951,total
1597,1.2.952,iron
1598,1.2.953,(T.Fe)
1599,1.2.954,content
1600,1.2.955,in
1601,1.2.956,two
1602,1.2.957,samples
1603,1.2.958,(Nos.4
1604,1.2.959,and
1605,1.2.960,20)
1606,1.2.961,was
1607,1.2.962,above
1608,1.2.963,"98%,"
1609,1.2.964,indicating
1610,1.2.965,that
1611,1.2.966,these
1612,1.2.967,samples
1613,1.2.968,consisted
1614,1.2.969,mainly
1615,1.2.970,of
1616,1.2.971,metallic
1617,1.2.972,iron.
1618,1.2.973,Samples
1619,1.2.974,No.3
1620,1.2.975,and
1621,1.2.976,No.25
1622,1.2.977,were
1623,1.2.978,believed
1624,1.2.979,to
1625,1.2.980,be
1626,1.2.981,composed
1627,1.2.982,of
1628,1.2.983,both
1629,1.2.984,metallic
1630,1.2.985,iron
1631,1.2.986,and
1632,1.2.987,iron
1633,1.2.988,"corrosion,"
1634,1.2.989,because
1635,1.2.990,their
1636,1.2.991,T.Fe
1637,1.2.992,was
1638,1.2.993,between
1639,1.2.994,88
1640,1.2.995,and
1641,1.2.996,94%.
1642,1.2.997,The
1643,1.2.998,other
1644,1.2.999,nineteen
1645,1.2.1000,samples
1646,1.2.1001,from
1647,1.2.1002,the
1648,1.2.1003,iron
1649,1.2.1004,artifacts
1650,1.2.1005,and
1651,1.2.1006,an
1652,1.2.1007,iron
1653,1.2.1008,"lump,"
1654,1.2.1009,in
1655,1.2.1010,Table
1656,1.2.1011,"2,"
1657,1.2.1012,were
1658,1.2.1013,composed
1659,1.2.1014,mainly
1660,1.2.1015,of
1661,1.2.1016,iron
1662,1.2.1017,"corrosion,"
1663,1.2.1018,as
1664,1.2.1019,indicated
1665,1.2.1020,by
1666,1.2.1021,their
1667,1.2.1022,T.Fe
1668,1.2.1023,content
1669,1.2.1024,of
1670,1.2.1025,less
1671,1.2.1026,than
1672,1.2.1027,71%.
1673,1.2.1028,The
1674,1.2.1029,carbon
1675,1.2.1030,content
1676,1.2.1031,of
1677,1.2.1032,Samples
1678,1.2.1033,No.20
1679,1.2.1034,and
1680,1.2.1035,No.25
1681,1.2.1036,is
1682,1.2.1037,0.023%
1683,1.2.1038,and
1684,1.2.1039,"2.16%,"
1685,1.2.1040,respectively.
1686,1.2.1041,These
1687,1.2.1042,results
1688,1.2.1043,coincide
1689,1.2.1044,well
1690,1.2.1045,with
1691,1.2.1046,their
1692,1.2.1047,metallographic
1693,1.2.1048,examinations.
1694,1.2.1049,Samples
1695,1.2.1050,"No.3,"
1696,1.2.1051,"5,"
1697,1.2.1052,"9,"
1698,1.2.1053,"11,"
1699,1.2.1054,"13,"
1700,1.2.1055,"14,"
1701,1.2.1056,"17,"
1702,1.2.1057,"19,"
1703,1.2.1058,"20,"
1704,1.2.1059,and
1705,1.2.1060,24
1706,1.2.1061,are
1707,1.2.1062,characterized
1708,1.2.1063,by
1709,1.2.1064,high
1710,1.2.1065,contents
1711,1.2.1066,of
1712,1.2.1067,"Cu,"
1713,1.2.1068,Ni
1714,1.2.1069,or
1715,1.2.1070,Co
1716,1.2.1071,(above
1717,1.2.1072,0.06%).
1718,1.2.1073,It
1719,1.2.1074,is
1720,1.2.1075,unlikely
1721,1.2.1076,that
1722,1.2.1077,a
1723,1.2.1078,concentration
1724,1.2.1079,higher
1725,1.2.1080,than
1726,1.2.1081,100
1727,1.2.1082,ppm
1728,1.2.1083,of
1729,1.2.1084,any
1730,1.2.1085,of
1731,1.2.1086,these
1732,1.2.1087,three
1733,1.2.1088,elements
1734,1.2.1089,could
1735,1.2.1090,have
1736,1.2.1091,been
1737,1.2.1092,derived
1738,1.2.1093,from
1739,1.2.1094,the
1740,1.2.1095,surrounding
1741,1.2.1096,"soil,"
1742,1.2.1097,as
1743,1.2.1098,the
1744,1.2.1099,concentration
1745,1.2.1100,of
1746,1.2.1101,"Cu,"
1747,1.2.1102,"Ni,"
1748,1.2.1103,and
1749,1.2.1104,Co
1750,1.2.1105,in
1751,1.2.1106,the
1752,1.2.1107,surrounding
1753,1.2.1108,soil
1754,1.2.1109,is
1755,1.2.1110,below
1756,1.2.1111,30
1757,1.2.1112,ppm
1758,1.2.1113,for
1759,1.2.1114,each
1760,1.2.1115,element
1761,1.2.1116,(see
1762,1.2.1117,Table
1763,1.2.1118,2).
1764,1.2.1119,Considering
1765,1.2.1120,there
1766,1.2.1121,was
1767,1.2.1122,no
1768,1.2.1123,direct
1769,1.2.1124,contact
1770,1.2.1125,of
1771,1.2.1126,any
1772,1.2.1127,of
1773,1.2.1128,the
1774,1.2.1129,twenty-three
1775,1.2.1130,iron
1776,1.2.1131,objects
1777,1.2.1132,in
1778,1.2.1133,Table
1779,1.2.1134,2
1780,1.2.1135,with
1781,1.2.1136,materials
1782,1.2.1137,made
1783,1.2.1138,of
1784,1.2.1139,copper
1785,1.2.1140,or
1786,1.2.1141,any
1787,1.2.1142,other
1788,1.2.1143,metal
1789,1.2.1144,except
1790,1.2.1145,"iron,"
1791,1.2.1146,the
1792,1.2.1147,concentrations
1793,1.2.1148,of
1794,1.2.1149,these
1795,1.2.1150,three
1796,1.2.1151,elements
1797,1.2.1152,are
1798,1.2.1153,believed
1799,1.2.1154,to
1800,1.2.1155,originate
1801,1.2.1156,from
1802,1.2.1157,the
1803,1.2.1158,objects
1804,1.2.1159,"themselves,"
1805,1.2.1160,specifically
1806,1.2.1161,from
1807,1.2.1162,the
1808,1.2.1163,raw
1809,1.2.1164,iron
1810,1.2.1165,materials
1811,1.2.1166,used
1812,1.2.1167,to
1813,1.2.1168,make
1814,1.2.1169,them.
1815,1.2.1170,On
1816,1.2.1171,the
1817,1.2.1172,other
1818,1.2.1173,"hand,"
1819,1.2.1174,there
1820,1.2.1175,is
1821,1.2.1176,a
1822,1.2.1177,high
1823,1.2.1178,possibility
1824,1.2.1179,for
1825,1.2.1180,contamination
1826,1.2.1181,of
1827,1.2.1182,P
1828,1.2.1183,from
1829,1.2.1184,the
1830,1.2.1185,surrounding
1831,1.2.1186,"soil,"
1832,1.2.1187,which
1833,1.2.1188,has
1834,1.2.1189,a
1835,1.2.1190,P
1836,1.2.1191,content
1837,1.2.1192,near
1838,1.2.1193,or
1839,1.2.1194,above
1840,1.2.1195,0.1%.
1841,1.2.1196,Samples
1842,1.2.1197,"No.8,"
1843,1.2.1198,"10,"
1844,1.2.1199,and
1845,1.2.1200,26
1846,1.2.1201,(all
1847,1.2.1202,slag)
1848,1.2.1203,have
1849,1.2.1204,a
1850,1.2.1205,T.Fe
1851,1.2.1206,content
1852,1.2.1207,above
1853,1.2.1208,34%.
1854,1.2.1209,Other
1855,1.2.1210,main
1856,1.2.1211,components
1857,1.2.1212,are
1858,1.2.1213,"Si,"
1859,1.2.1214,"Ca,"
1860,1.2.1215,and
1861,1.2.1216,"Al,"
1862,1.2.1217,whose
1863,1.2.1218,concentrations
1864,1.2.1219,are
1865,1.2.1220,between
1866,1.2.1221,0.6%
1867,1.2.1222,and
1868,1.2.1223,9.2%
1869,1.2.1224,(see
1870,1.2.1225,Table
1871,1.2.1226,3).
1872,1.2.1227,Samples
1873,1.2.1228,No.8
1874,1.2.1229,and
1875,1.2.1230,No.26
1876,1.2.1231,have
1877,1.2.1232,above
1878,1.2.1233,58%
1879,1.2.1234,of
1880,1.2.1235,"FeO,"
1881,1.2.1236,showing
1882,1.2.1237,that
1883,1.2.1238,considerable
1884,1.2.1239,amounts
1885,1.2.1240,of
1886,1.2.1241,iron
1887,1.2.1242,oxide
1888,1.2.1243,could
1889,1.2.1244,have
1890,1.2.1245,been
1891,1.2.1246,produced
1892,1.2.1247,in
1893,1.2.1248,the
1894,1.2.1249,smelting
1895,1.2.1250,or
1896,1.2.1251,refining
1897,1.2.1252,process.
1898,1.2.1253,3-2
1899,1.2.1254,Metallographic
1900,1.2.1255,examination
1901,1.2.1256,of
1902,1.2.1257,iron
1903,1.2.1258,artifacts
1904,1.2.1259,and
1905,1.2.1260,an
1906,1.2.1261,iron
1907,1.2.1262,lump
1908,1.2.1263,The
1909,1.2.1264,surfaces
1910,1.2.1265,of
1911,1.2.1266,sample
1912,1.2.1267,"No.4,"
1913,1.2.1268,a
1914,1.2.1269,ring-shaped
1915,1.2.1270,object
1916,1.2.1271,"(Fig.Ic,),"
1917,1.2.1272,were
1918,1.2.1273,covered
1919,1.2.1274,in
1920,1.2.1275,a
1921,1.2.1276,layer
1922,1.2.1277,of
1923,1.2.1278,corrosion.
1924,1.2.1279,Metallic
1925,1.3.0,H.
1926,1.3.1,AKANUMA
1927,1.3.2,Table
1928,1.3.3,Composition
1929,1.3.4,of
1930,1.3.5,iron
1931,1.3.6,artifacts
1932,1.3.7,and
1933,1.3.8,lumps
1934,1.3.9,by
1935,1.3.10,"ICP-OES,EPMA."
1936,1.3.11,and
1937,1.3.12,IRA
1938,1.3.13,"No,"
1939,1.3.14,[ehemical
1940,1.3.15,components(mass’)
1941,1.3.16,three
1942,1.3.17,elements
1943,1.3.18,ratios
1944,1.3.19,ms.
1945,1.3.20,nmi.
1946,1.3.21,TFe
1947,1.3.22,Cu
1948,1.3.23,Ni___Co_—Mn__—~P
1949,1.3.24,Ti
1950,1.3.25,Si
1951,1.3.26,Ca
1952,1.3.27,Al
1953,1.3.28,Mg
1954,1.3.29,OV.
1955,1.3.30,cs
1956,1.3.31,Cu/Ni_Go/Ni_Gu/Go_Ni/Co
1957,1.3.32,1
1958,1.3.33,[54.60
1959,1.3.34,0.032
1960,1.3.35,"0,009"
1961,1.3.36,0.003
1962,1.3.37,0.005
1963,1.3.38,0.189
1964,1.3.39,0.004
1965,1.3.40,0.76
1966,1.3.41,0.251
1967,1.3.42,_0.198_0.177
1968,1.3.43,_0.003_
1969,1.3.44,=
1970,1.3.45,=
1971,1.3.46,=
1972,1.3.47,=
1973,1.3.48,=
1974,1.3.49,no
1975,1.3.50,Ino
1976,1.3.51,2
1977,1.3.52,[58.92
1978,1.3.53,0.017
1979,1.3.54,0.007
1980,1.3.55,0.008
1981,1.3.56,0.017
1982,1.3.57,0.277
1983,1.3.58,0.019
1984,1.3.59,253
1985,1.3.60,0.367
1986,1.3.61,0.595
1987,1.3.62,0.143
1988,1.3.63,0.006_-
1989,1.3.64,=
1990,1.3.65,=
1991,1.3.66,=
1992,1.3.67,=
1993,1.3.68,(Cm(0.1-0.2)
1994,1.3.69,|Wi.Fa.S
1995,1.3.70,3
1996,1.3.71,[93.62
1997,1.3.72,0.073
1998,1.3.73,0.010
1999,1.3.74,0.089
2000,1.3.75,0.033
2001,1.3.76,0.179
2002,1.3.77,0.003
2003,1.3.78,0.12
2004,1.3.79,0.046
2005,1.3.80,0.025
2006,1.3.81,0.007
2007,1.3.82,_0.009_-
2008,1.3.83,=
2009,1.3.84,760927
2010,1.3.85,082
2011,1.3.86,0.11
2012,1.3.87,|Pa(<0.1)
2013,1.3.88,_[WiFaS|
2014,1.3.89,4
2015,1.3.90,[99.65
2016,1.3.91,0.015
2017,1.3.92,0.016
2018,1.3.93,"0,022"
2019,1.3.94,0.014
2020,1.3.95,0.074
2021,1.3.96,0.001
2022,1.3.97,0.05
2023,1.3.98,0.035
2024,1.3.99,0.001
2025,1.3.100,_0.004_0.001_-
2026,1.3.101,=
2027,1.3.102,0901.37
2028,1.3.103,0.66
2029,1.3.104,0.73
2030,1.3.105,Ss
2031,1.3.106,5
2032,1.3.107,[76.01
2033,1.3.108,0.061
2034,1.3.109,"0,004"
2035,1.3.110,0.009
2036,1.3.111,0.004
2037,1.3.112,0.050
2038,1.3.113,0.002_0.23
2039,1.3.114,0.211
2040,1.3.115,_0.033_0.058_0.001_-
2041,1.3.116,=
2042,1.3.117,=
2043,1.3.118,=
2044,1.3.119,5
2045,1.3.120,=
2046,1.3.121,[om(0.2-0.3)
2047,1.3.122,|S.
2048,1.3.123,6
2049,1.3.124,[69.05
2050,1.3.125,0.011
2051,1.3.126,0.012
2052,1.3.127,"0,005"
2053,1.3.128,0.009
2054,1.3.129,0.046
2055,1.3.130,0.006
2056,1.3.131,0.28
2057,1.3.132,_0.133
2058,1.3.133,0.066
2059,1.3.134,0.059
2060,1.3.135,0.003
2061,1.3.136,~
2062,1.3.137,=
2063,1.3.138,087042
2064,1.3.139,-
2065,1.3.140,=
2066,1.3.141,no
2067,1.3.142,Wis
2068,1.3.143,7
2069,1.3.144,[66.22
2070,1.3.145,0.033
2071,1.3.146,0.014
2072,1.3.147,0.012
2073,1.3.148,0.017
2074,1.3.149,0.038
2075,1.3.150,0.012
2076,1.3.151,1.13
2077,1.3.152,0.097
2078,1.3.153,0.239
2079,1.3.154,_0.051__0.004_~
2080,1.3.155,=
2081,1.3.156,237
2082,1.3.157,084
2083,1.3.158,281
2084,1.3.159,1.19
2085,1.3.160,[no
2086,1.3.161,Fa.M
2087,1.3.162,9
2088,1.3.163,[62.15
2089,1.3.164,0.019
2090,1.3.165,0.080
2091,1.3.166,0.044
2092,1.3.167,0.004
2093,1.3.168,0.06
2094,1.3.169,0.001075
2095,1.3.170,0.169
2096,1.3.171,0.074
2097,1.3.172,_0.072_0.002_-
2098,1.3.173,=
2099,1.3.174,024
2100,1.3.175,0550.43
2101,1.3.176,1.82
2102,1.3.177,[no
2103,1.3.178,no.
2104,1.3.179,11
2105,1.3.180,[58.35
2106,1.3.181,0.323
2107,1.3.182,0.019
2108,1.3.183,0.014
2109,1.3.184,"0,001"
2110,1.3.185,"<0,001"
2111,1.3.186,0.001
2112,1.3.187,1.37
2113,1.3.188,0.234
2114,1.3.189,0.254
2115,1.3.190,0.130
2116,1.3.191,_<0.001_-
2117,1.3.192,=
2118,1.3.193,17.00.74
2119,1.3.194,23.07
2120,1.3.195,1.36
2121,1.3.196,_|no
2122,1.3.197,wii
2123,1.3.198,72
2124,1.3.199,[63.78
2125,1.3.200,0.023
2126,1.3.201,0.012
2127,1.3.202,0.010
2128,1.3.203,0013
2129,1.3.204,011
2130,1.3.205,0.003
2131,1.3.206,116
2132,1.3.207,0.370
2133,1.3.208,0.131
2134,1.3.209,0.070
2135,1.3.210,0.001_-
2136,1.3.211,=
2137,1.3.212,1.92083
2138,1.3.213,230
2139,1.3.214,1.20
2140,1.3.215,|no
2141,1.3.216,[no
2142,1.3.217,13
2143,1.3.218,[64.57
2144,1.3.219,0.020
2145,1.3.220,0.558
2146,1.3.221,0.094
2147,1.3.222,0.001
2148,1.3.223,0.09
2149,1.3.224,_<0.001
2150,1.3.225,0.65
2151,1.3.226,0.164
2152,1.3.227,0.013
2153,1.3.228,0.022
2154,1.3.229,_<0.001_~
2155,1.3.230,=
2156,1.3.231,fos
2157,1.3.232,0.17
2158,1.3.233,0.21
2159,1.3.234,5.94
2160,1.3.235,|no
2161,1.3.236,"Fa,"
2162,1.3.237,14
2163,1.3.238,[49.80
2164,1.3.239,0.065
2165,1.3.240,0.020
2166,1.3.241,0.007
2167,1.3.242,0.027
2168,1.3.243,1.33
2169,1.3.244,0.068
2170,1.3.245,447
2171,1.3.246,0.909
2172,1.3.247,1.29
2173,1.3.248,0.305
2174,1.3.249,__<0.001_~
2175,1.3.250,=
2176,1.3.251,3.25
2177,1.3.252,0.35
2178,1.3.253,—
2179,1.3.254,=
2180,1.3.255,no.
2181,1.3.256,15
2182,1.3.257,[63.57
2183,1.3.258,"0,052"
2184,1.3.259,"0,008"
2185,1.3.260,0.007
2186,1.3.261,0.005
2187,1.3.262,_<0.001
2188,1.3.263,<0.001
2189,1.3.264,0.94
2190,1.3.265,0.207
2191,1.3.266,0.031
2192,1.3.267,0.148
2193,1.3.268,_<0.001_
2194,1.3.269,—
2195,1.3.270,=
2196,1.3.271,=
2197,1.3.272,=
2198,1.3.273,=
2199,1.3.274,Wi.M
2200,1.3.275,16
2201,1.3.276,[51.47
2202,1.3.277,"0,002"
2203,1.3.278,0.002
2204,1.3.279,0.001
2205,1.3.280,0.010
2206,1.3.281,021
2207,1.3.282,0.099
2208,1.3.283,455
2209,1.3.284,0.445
2210,1.3.285,1.32
2211,1.3.286,0.240
2212,1.3.287,_<0.001_
2213,1.3.288,—
2214,1.3.289,=
2215,1.3.290,~
2216,1.3.291,=
2217,1.3.292,=
2218,1.3.293,=
2219,1.3.294,was
2220,1.3.295,17
2221,1.3.296,[7052
2222,1.3.297,0.082
2223,1.3.298,0.002
2224,1.3.299,"0,006"
2225,1.3.300,"0,004"
2226,1.3.301,0.06
2227,1.3.302,0.003
2228,1.3.303,0.76
2229,1.3.304,0.052
2230,1.3.305,0.067
2231,1.3.306,_0.030_<0.001_-
2232,1.3.307,=
2233,1.3.308,=
2234,1.3.309,=
2235,1.3.310,=
2236,1.3.311,=
2237,1.3.312,[om(0.1-0.2)
2238,1.3.313,|S
2239,1.3.314,18
2240,1.3.315,[69.36
2241,1.3.316,0.041
2242,1.3.317,0.003
2243,1.3.318,"0,007_0,007"
2244,1.3.319,0.11
2245,1.3.320,0.004
2246,1.3.321,0.83
2247,1.3.322,0.337
2248,1.3.323,_0.104
2249,1.3.324,"0,049"
2250,1.3.325,_<0.001_-
2251,1.3.326,=
2252,1.3.327,—
2253,1.3.328,=
2254,1.3.329,=
2255,1.3.330,=
2256,1.3.331,(Cm(0.2-0.3)_|no
2257,1.3.332,79
2258,1.3.333,[62.16
2259,1.3.334,0.330
2260,1.3.335,0.095
2261,1.3.336,0.015
2262,1.3.337,0.002
2263,1.3.338,0.08
2264,1.3.339,0.003
2265,1.3.340,0.73
2266,1.3.341,0.780
2267,1.3.342,"0,041"
2268,1.3.343,_0.140__0.001_-
2269,1.3.344,=
2270,1.3.345,347
2271,1.3.346,0.16
2272,1.3.347,22.00
2273,1.3.348,6.33
2274,1.3.349,[no
2275,1.3.350,Wa.s
2276,1.3.351,20
2277,1.3.352,[98.66
